Pemandangan yang indah;Hal positif dari tempat ini adalah kita bisa melihat bandung dari atas. Udaranya yang sejuk membuat tempat ini semakin terasa nyaman. Hal negatif menurut saya adalah sulit untuk mendapatkan tempat duduk yang bisa melihat pemandangan kota bandung karena ramainya pengunjung
Krg cocok buat family;Worth for the price. wktu ksana banyak anak mahasiswa n sma, ga tll cocok kl buat family. Tempat duduk di balcony jg terlalu bdekatan satu sama lain.
Pemandangan yang Bagus;Ini kali pertama saya sempatkan datang ke Maja House. Resto ini saudah sangat dikenal sebagai tempat hang out ataupun dine in.Saya datang saat siang hari dan berencana untuk lunch. Tetapi dari beberapa pilihan menu, kami kurang tertarik karna tidak ada yang cukup khas.Akhirnya kami hanya memesan food platters yang ternyata mengenyangkan untuk dimakan berdua. Kami memesan minuman green tea latte dan teh tarik. Disajikan dengan gelas yang besar tetapi rasa minuman terlalu manis dan terasa kurang original.Saya suka sekali duduk di sisi sampig yang menghadap ke pemandangan bukit. Sofa bed yang nyaman dengan angin yang sejuk, benar2 asik untuk bersantai.
Pemandangan dan suasana bagus;Resto ini cocok untuk bersantai dan foto-foto. Udaranya sejuk. Pemandangan dari resto ini bagus karena lokasinya yang sedikit tinggi. Desain resto nya juga unik. Jadi ga cuma bisa melihat pemandangan indah tapi juga desain interior resto nya memberi kesan khas tersendiri. Ada hotel juga di area ini dengan desain unik. Kalau mau refreshing dan mencari udara segar, restoran ini dapat memberikan suasana segar, melepas penat. Pemandangan alam indah sejauh mata memandang, desain unik di dalam resto untuk bersantai.
"Makanan enak, pemandangan enak";Tempat nya nyaman, pemandangan bagus, harga terjangkau.untuk makanannya menurut saya enak, tapi minuman cocktail nya kurang enak, bartendernya masih perlu belajar lagi sepertinya. :P
Feels like home!;Suasana rumah banget deh asli! Tempatnya enak banget kalo buat santai bareng keluarga, nongkrong sama temen ngemil2 ganteng cantik recommended deh! Kalo udah malem biasanya buat anak hacep bandung kesini nih hehe. Makanan enak enak kok tapi sayang nih pelayanannya lama tapi sambil nunggu makanan dateng biar gak bosen foto-foto deh! Nice view banget haha
Dinner;Saya kesini atas rekomendasi dr tmn suami.saya mencari tempat ini melalui GPS.jalan menuju restoran ini kecil dan menanjak tapi begitu sampai...wow...baguss!!!Tempatnyaa romantis..viewnyaa pemandangan kota bandungUntuk harga makanan trmasuk standar..tidak begitu mahal dan tidak terlalu murah jugaUntuk cita rasaa...lumayan enak Kalo saya ke bandung lagi..saya pasti mampir kesinii :)
Sudah terlalu lapar;Saya mampir ke sini, tidak disengaja. Awalnya tujuan kami ke kampung gajah, tapi karna sudah terlampau lapar,kami pun mampir ke maja house ini. Ketika kami disuguhi menunya, ternyata harganya membuat kami terpukau, mahal euy(bagi saya lho). Tapi memang suasana di sini membuat resto ini beda. Apalagi kalau ke sini senja sampai malam hari. Untuk makanan, spaghetinya enak. Tapi bagi muslim hati-hati dalam memesan makanan, karena ada beberapa makanan yang menggunakan wine.
Modern dan nyaman;Maja house menyediakan view and makanan yg cukup bervariasi. Cobalah makanan yg di grill (steak) sepertinya bisa mjd menu favorit. Minuman juga cukup lengkap, dari yg dingin smp minuman hangat. Lokasinya yg cukup tinggi memberikan pemandangan yg tak terlupakan.
Makan dengan pemandangan indah;Karena letaknya yang tinggi, pemandangn resto ini juara sekali. Design restorannya juga bagus dan sangat anak muda. Ada pilihan untuk duduk di kursi atau lesehan di atas sofa lebar seperti kasur. Untuk mengobrol lama bersama teman di resto ini sangat enak. Menu yang tersedia pilihannya lengkap dari Indonesia sampai western. Namun dari segi rasa biasa saja. Pelayanannya juga agak lama dan kurang responsif.
Cool building;Maja house cukup asyik, meskipun makanan dan minuman mahal namun suasana cafe sungguh menarik...Di sebelah maja haouse ada stevie g art hotel yang menarik karena hotelnya masing2 kamar punya konsep yang berbeda beda. Di maja house, hati2 ketika malam sangat dingin karena angin berhembus cukup kencang
Arsitektur dan sunset;Datang menunggu sunset adalah pilihan yang tepat untuk maja house, selain itu tersedia hotel di sampingnya, konsepnya yang unik dengan makan di atas tempat tidur sangat unik
nice place and view;tempatnya mudah dijangkau. dekorasinya cukup simpel dan hommy sehingga sangat nyaman untuk berkumpul bersama teman-teman. resto ini sangat menonjolkan pemandangan yang bagus. untuk makanannya sendiri biasa saja namun tetap enak..
Makin malam makin rame;Tempatnya asik. Duduk2 manis sambil minum wine melihat pemandangan gunung di udara dingin bandung dengan musik dari DJ. Makanannya pun enak2. Kalau weekend rame bingitz dan semakin larut semakin penuh...
Pelayanan bagus;Saya ke sana dinner bersama keluarga anak 5 dan 11 tahun , pelayanan disana cepat, dan view yang bagus. Saya pesan pasta lazange dan macroni rasa menurut saya biasa karena 2 menu tersebut favorite keluarga harga rata ratalah, suasana temaram sekali dan banyak pasangan muda mudi terutama di out door mengunakan matras kurang enak kalau membawa anak kecil
great view;saya menginap di stevie G hotel dan menikmati sarapan di resto ini. Mungkin karena masih pagi dan malamnya ada perayaan pesta pernikahan, jadi tempatnya agak sedikit kotor dan berantakan. View dari resto ini menyegarkan, dan bagus untuk spot foto
Lokasi, pelayanan dan makanannya yang baik;Kami berombongan sekitar 30 orang datang dengan reservasi untuk menikmati makan siang. Waiter nya cukup sigap dan cepat menyajikan makanan dan minumannya walaupun melayani rombongan sekaligus. Variasi makanannya cukup banyak, baik untuk menu Indonesia, European dan lainnya dengan harga yang terbilang cukup murah untuk lokasi dan atmosfer yang bagus. Rasa makanannya cukup baik walaupun tidak terlalu istimewa, tapi kualitas bahannya baik. Minuman Fresh Juicenya benar-benar fresh, recommended!Hal yang disayangkan, meja dan tempat duduk di teras tidak nyaman karena sangat rendah walaupun konsepnya santai. Bale-bale yang disediakan juga tidak membuat nyaman apalagi bagi orang tua atau pengunjung yang bertubuh gemuk. Jauh lebih baik jika diganti dengan kursi santai atau kursi taman.Ada kesan kusam karena interior tidak dirawat dengan baik dan keliatannya atmosfernya jauh lebih bagus dinikmati di malam hari.Overall cukup bagus.
Great View, Great Food;Jarak yang dekat dari penginapan kami (Sapu Lidi), membuat kami memilih tempat ini untuk makan malam.Meski harganya cukup premium, sedikit terobati dengan view malam yang menawan dan taste yang lumayan.
Restoran dengan pemandangan menyegarkan;Mendapatkan tempat di bagian seperti kasur yang benar-benar membuat santai dengan pemandangan kota bandung. Udara yang sejuk dingin juga membuat suasana lebih menyenangkan. Saya memesan apple crumble yang lumayan enak disini.
Pemandangan yang indah;Yang paling menonjol dari Maja House adalah pemandangan yang bisa kita nikmati dari restoran ini. Letak restoran ini yang tinggi memungkinkan setiap pengunjung untuk menikmati keindahan kota Bandung terutama di malam hari.Akses menuju ke restoran yang terletak di lantai dua ini cukup menantang karena harus naik tangga dengan jumlah anak tangga yang lumayaaaannn...Untuk pengunjung yang menggunakan kursi roda atau tidak dapat naik tangga (lansia, kaum difabel dan lain sebagainya), dapat menggunakan elevator khusus di samping kiri dari tangga tersebut.Saya tidak mencoba makanan di restoran ini, hanya minum-minum saja sehingga saya tidak tahu kualitas makanannya/tidak dapat memberikan komentar mengenai makanannya.
amazing maja house;view bagus, harga relatif bersaing dengan resto resto sekelas, tapi lokasi agak jauh dari pusat kota bandung
Harus kesini saat malam;Kesini harus malem supaya bisa melihat pemandangan lampu2 kota bandung dari kejauhan. Tempat yang cocok untuk kumpul2 bersama teman2. Suasananya pas.
penghilang rasa capek;Kami mampir untuk lunch tanpa sengaja, namun kami setuju restoran Maja House menawarkan konsep menarik dengan sofabed terrace view ke arah kota Bandung. Dari makanan yang kami pesan, pemenang makanan yang paling enak adalah "penne tuna", sedangkan pemenang minuman terenak adalah "triple berry". Sayang kedua-duanya bukan pilihan saya. Mungkin saya akan lebih beruntung kalau memesan steak, sesuai rekomendasi pelayan restoran.
Good place;Setiap saya berlibur ke bandung, saya selalu menyempatkan diri untuk mampir ke Maja House. Saya menikmati suasana di Maja house ini. Design interiornya yang cukup unik, design tempat duduknya ada yang sofa ada juga yang kursi santai, dan yang tidak kalah penting juga udara yang sejuk. Selain itu, makanan dan minuman yang disediakan harganya cukup terjangkau namun dengan kualitas makanan yang tidak kalah dengan resto mahal. Pokoknya mantap deh..
comfy resto;Restaurant ini menyiapkan tempat untuk semua kalangan. untuk yang datang bersama keluarga bisa menikmati tema klasik di lantai 1. dan yang bersama pasangan / teman bisa menikmati suasana di lantai 2 dengan bentuk sofa bed dan menggunakan meja kayu kecil,Suasana di resto ini juga sangat nyaman, dengan udara yang sejuk di daerah sersan bajuri menjadi nilai plus dari resto iniUntuk jenis makanan dan minuman cukup oke walaupun tidak bisa dibilang extraordinary.Tp overall resto ini patut untuk dicoba, terutama untuk menikmati suasanya.Harga cukup terjangkau, dibandingkan kelas2 cafe yang lainLebih pas datang di sore hari sampai ke malam hari untuk menikmati nuansa malam dan lampu2nya
pemandangan indah, makanan enak dengan harga wajar;Sering mendengar review yang sangat bagus dari teman-teman sebelumnya, jadi saat liburan ke Bandung kemarin tidak lupa untuk datang ke Maja House ini untuk dinner. Biasanya untuk rasa di type restaurant seperti ini kurang berani :) namun setelah mencoba beberapa menu, rasanya termasuk enak dan harganya terjangkau. Selain menawarkan menu makanan asia dan western, di Maja House juga terdapat bar dengan pilihan minuman yang cukup beragam. Biasanya makin ramai diatas jam 9 pm.Banyak orang yang memilih untuk duduk di outdoor area, oleh karena itu area ini selalu penuh. Jika ingin mendapat tempat di area ini, ada baiknya untuk datang lebih awal :) atau duduk di area lain terlebih dahulu dan minta tolong info dari waiter untuk pindah jika ada yang kosong. Mereka juga memiliki area dengan kursi sofa dan lesehan.Selain restaurant, disebelahnya terdapat hotel juga :) jadi bagi yang ingin menikmati liburan dengan bersantai, dapat menginap di hotel ini karena lokasi, view, dan suasananya yang tenang dan sangat mendukung ^^ Memang lokasinya cukup jauh dari pusat kota Bandung, tapi masih dapat dijangkau dengan mobil. Untuk yang berkunjung ke Maja House dengan taxi, ada baiknya meminta taxi untuk menunggu karena tidak terlalu mudah untuk order taxi untuk kembali. Atau lebih baik jika datang dengan mobil / mobil sewaan.Posisi restaurant cukup tinggi di atas, jadi mungkin cukup melelahkan untuk naik tangga yang cukup tinggi bagi orang tua ataupun kesulitan bagi yang memakai kursi roda. But still worth the good food and beautiful view ^^
Good Place, Good city view;tempatnya keren banget,, view kota bandungnya juga dapet banget. tempat outdoor ada yang sofa bed juga ada yang kursi pendek. kursi pendeknya itu kursi akupunto untuk kesehatan. keren deh pokoknya!!!
tempat bagus, makanan enak;staffnya sangat ramah, dan sigap membantu..kami memilih tempat diluar berbentuk tempat tidur, sambil melihat lampu-lampu kota bandung. Makanan yang kami pesan enak semua, cream soupnya juara! lebih baik reservasi terlebih dahulu untuk mendapatkan tempat.
Tempat makan yang jauh dan macet;Untuk menuju ke tempat ini jalannya sangat macet dan jauh dari pusat kota Bandung. Sesampainya disana tidak ada hal yang spesial yang membuat perjalanan jauh terbayarkan. Makannnya biasa dan harga minumannya mahal.
Cool Place;Suasana yang sangat nyaman alias 'cozy'. menu makanan yang paling saya rekomendasi adalah kentang goreng, salah 1 kentang goreng yang paling enak yang pernah saya makan di bandung.
The Second Perfect after The Valley;ini saingan beratnya The Valley.... konsep modern, dengan view yang oke, juga dengan harga yang masih masuk akal... lokasinya pun tidak terlalu jauh dari kota... nice!
