Makanannya biasa saja, servisnya mengecewakan;Karena ini restoran jaman Belanda (kabarnya sudah berdiri sejak tahun 1923) dan saya tidak pernah ke sini sebelumnya, maka saya mencoba hidangan yang diberi tanda heritage alias hidangan jadul yang dianggap sebagai kuliner pusaka resto ini. Karena perut tidak benar-benar lapar, saya pesan huzarensla untuk hidangan Barat dan mihun kuah untuk hidangan Nusantara. Huzarensla termasuk salad berat dengan saus mayones yang sebetulnya kurang saya sukai sejak saya beralih ke salad gourmet yang lebih ringan dengan cuka balsamik. Namun, untuk mencicipi hidangan jadul, saya juga harus memakai pola pikir jadul pula. Maka, penilaian saya: huzarensla di sini termasuk enak jika dimakan dengan roti panggang bawang putih. Dua keping roti tawar panggang yang disuguhkan dengan salad ini tidak saya sentuh. Hidangan lain bertanda heritage yang saya pesan adalah bihun kuah. Saya memesan hidangan panas berkuah ini karena cuaca di Bandung agak dingin dan hujan rintik-rintik. Namun, di luar dugaan, bihun kuah ini ternyata disajikan dalam porsi yang besar, bisa untuk makan bertiga. Sebetulnya di menu tak ada bihun kuah. Yang ada mi kuah. Tetapi saya minta mi-nya diganti bihun. Rasanya mengecewakan (dengan catatan saya makan apa adanya, tidak menambahkan garam, merica atau apapun ke dalamnya) karena, pertama, kuahnya bagi saya kurang panas. kedua, kaldu ayamnya tidak terlalu berasa dan bahkan tercampur dengan rasa udang karena ternyata bihun kuah ini dicampur dengan banyak sekali udang kecil-kecil dan juga dengan beberapa iris bakso ikan. Perpaduan rasa yang timbul bagi saya aneh. Tak ada fokus yang jelas. Bihun kuah ini juga menggunakan kecap wijen sebagai penyedap. Yang menjengkelkan adalah, di menu ditulis bihun kuah ini harganya Rp 37 ribu tetapi tagihan yang muncul adalah Rp 44.500. Pelayan mengatakan itu karena pajak, padahal di bawahnya masih ditambah pajak 10%. Pelayan lalu berkelit lagi dengan menunjukkan tablet pencatat order makanan bertuliskan bihun kuah Rp 44.500. Saya katakan yang menjadi patokan adalah apa yang tertera pada menu, bukan apa yang muncul di tablet. Pelayan masih coba berkelit lagi. Kali ini alasannya adalah karena saya minta ganti dari bakmi ke bihun, maka dikenakan biaya tambahan. Saya bantah dengan mengatakan bahwa kalau ada kenaikan biaya gara-gara bakmi diganti bihun, maka seharusnya hal itu diberitahukan kepada saya sebelumnya karena pelayan yang menerima order dari saya mengatakan bakmi dapat diganti bihun, dan harga tetap sama seperti di menu. Akhirnya mereka tidak dapat berkelit lagi dan menagih sesuai harga yang tertera pada menu, Rp 37.000. Hal ini menunjukkan tidak adanya konsistensi dan profesionalisme, serta merusak kesan saya tentang tempat makan ini. Meskipun waktu saya makan di sana, ada ensembel musik yang menyanyikan lagu-lagu lama yang saya sukai, kejadian tidak mengenakkan itu membuat saya enggan makan di sini lagi.
Classic Resto;braga adalah sebuah kota klasik dalam kota modern yang penuh hingar bingar, disalah satu tepi jalan braga tedapat Braga permai resto yang dimana kita dapat nyentap hidangan klasik ala belanda dengan clasic recipe.ice cream dan nasi goreng di tempat ini adalah menu favorit yang sering saya beli, porsinya pun cukup untuk memuaskan perut yang sedang lapar.
Asik dan enak;Kami memutuskan makan disini karena ada live music lagu2 jadul yg dimainkan di area pintu masuknya, pas sekali dengan suasana restonya. Tanpa kami duga makanannya cukup terjangkau, rata2 dibawah 80rb. Saya pesan spageti aglio olio, dan itu enaaaaaak sekali, yg terenak yg pernah saya makan.Kami juga pesan chicken steak yg diisi keju, lupa namanya. Pertama datang ayamnya masih setengah matang! Ewww tapi pelayan segera mengembalikan ke dapur dan diganti dengan yang baru. Overall bagus, layak dicoba.
Resto Legendaris;Konon Braga Permai ini ada sejak zaman kolonial Belanda. Bangunan dan tata ruangnya memang terasa klasik. Sayang, saat itu saya bersama teman sedikit kecewa dengan menu yang disajikan. Kami memesan seafood tom yam dan seafood rica-rica. Awalnya kami pikir seperti tom yam dan menu rica-rica biasanya. Ternyata, setelah pesanan datang, memang masih berupa tom yam tapi dicampur mie. Begitu pula penampakan menu seafood rica-rica, jadi malah mirip mie disiram saus seafood rica-rica. Saya terus terang agak aneh melihatnya. Sebab, di menu tidak ada penjelasan ataupun disebutkan berisi mie. Mungkin penulisan menu lebih diperjelas sehingga tidak menjebak konsumen. Tapi, sop buntut dan pannacota-nya lumayan enak.
Enak dan terjangkau harganya;Ini restoran jadul yang sampai sekarang eksis. Tiap malam dipenuhi pengunjung. Paling enak nasi gorengnya, sate ayam, steak braga permai, dan chicken snitzel.
Crispy Duck Noodle yang luarbiasa;Setiap kali ke restoran ini saya pasti memesan menu yang sama "crispy duck noodle" with szechuan sauce.. Rasanya luar biasa
Resto tempo dulu;Lokasi di pinggir jalan Braga yang ramai di lewati pejalan kaki, resto tempo dulu ini menyediakan masakan Indonesia dan ala chinese serta aneka kue-kue. Suasana resto cocok untuk bersantai sambil menikmati daerah wisata Braga.
Nasi goreng Kepitingnya maknyosssss...;Salah satu tempat makan nasi goreng kepiting yang wajib dikunjungi...Restaurant tempo doeloe yang banyak dikunjungi turis asing. Suasananya asik banget buat nyantai dan kongkow bareng teman2.
Braga Permai Resto;tempat makan jadul yang terletak di jalan yang sangat legend di pusat kota Bandung..jalan Braga adalah jalan tempat banyak orang nongkrong dari segala kalangan..bahkan biasanya banyak bule berjalan kaki..nuansa kolonial terasa sekali di Restoran ini..cocok untuk nongkrong santai atau untuk meeting point..rasa makanan tergolong biasa..kue-kue-nya beragam pilihan cukup menarik..
penuh nostalgia;Pilih es krim rhum raisin jika ingin merasakan sensasi hangat dan aroma rhum. Sayangnya ini mengandung alcohol.Tempatnya nyaman untuk duduk2 sambal sekedar minum the pun. Pelayannya pun ramah dan sigap.Ini salah satu resto tua di Bandung, jadi banyak sekali turis-turis bule tua yang mampir di sini. Mungkin dulu semasa muda mereka sering kesini.
Nice classic restaurant;Restora yang menyajikan menu yang lengkap dan sangat enak . Restoran ini memiliki nilai sejarah yang tinggi karena sudah ada sejak dahulu kala .Nuansa Restoran yang homy dan sangat nyaman (terutama apabila duduk di luar hotel) sehingga betah berlama-lama di restoran nenek moyang ini :)
Pelayanan kelas atas dengan harga terjangkau;Saya mengetahui restoran ini dari website nya yang mengatakan bahwa mereka telah melayani sejak jaman kolonial belanda. Pada kunjungan sebelumnya, saya tidak berkesempatan makan di restoran ini karena penuh. Kali ini saya berksempatan makan karena saat itu minggu sore.Saya memesan t bone steak, dan nasi goreng. T bone steak nya tidak terlalu enak, dagingnya agak keras. Nasi gorengnya enak, dan saya baru tahu bahwa nasi gorengnya adalah salah satu yang terbaik di bandung. Anda perlu ketahui bahwa mungkin harganya terlihat mahal, namun porsi yang disajikan sangat besar dan cukup untuk sharing. Pelayanannya sangat baik. Kami memberi kritik terhadap t bone steaknya, dan mereka memberi eskrim sebagai permintaan maaf. Layanan yang jarang ditemukan saat ini. Air minum kami pun terus menerus diisi jika terlihat kosong. Restoran ini sangat recommended, terutama nasi gorengnya.
Menikmati cheese cake dan coffelatte yang enak;Ini merupakan restoran legedaris di Bandung dan terletak di kawasan Braga yang cukup terkenal di Bandung. Saya menikmati cheese cake lezat disini ditemani oleh coffelatte hangat sambil menunggu hujan reda. Rasa kejunya bercampur rasa manis yang lebut sunggu menggugah selera. Sedangkan istri saya mencoba chocolate cake berwarna kecoklatan yang sangat membuat penasaran untuk ingin mencobanya. Meskipun furniturnya terkesan jadul, namun resto ini selalu menarik untuk saya kunjungi karena suasananya yang hangat dan pelayannya yang ramah, serta tentu saja makanannya yang enak.
Perjalanan waktu;Membayangkan suasana tahun 1920an saat menir dan sinyi belanda dan amtenar bercengkrama di sini, dengan menikmati hidangan makanan dan minuman yang beberapa masih dapat dinikanti hibgga kini
Porsi jumbo;Pastikan anda datang ke restoran ini beramai-ramai karena porsi makanannya besar. Harga cukup terjangkau. Pilihan menunya juga banyak.
restoran vintage elegan bandung;berada persis di depan braga citi walk, resto ini ramai di malam hari. resto ini mengangkat tema vintage, salah satu keunggulan nya adalah live music yang menurut saya asik, serasa di bawa ke bandung tempo dulu..
Makan malam yang nostalgic!;Utk pertama kalinya kami mencoba makan malam di restoran yang katanya dicari cari krn sejarahnyaTernyata dihari biasapun restoran ini sangat padat pengunjung. Pilihan menu sangat variatif : mulai dari italian, mexican, indonesian, dllKami mencoba order pizza (yang super enak), lasagna (lezat dan mengenyangkan), mie goreng kepiting (porsi besaaar dan enaaakk), lidah (beef tongue - 2 potong dengan rasa super nostalgic), dan dessertnya choclava dan choc sufflw SUPER SEDAP
Harga Tak Sebanding dengan Kenyataan;Braga Permai merupakan restoran yang masih menjadi primadona di Jalan Braga. Suasana di sana memang juara. Tampak luar saja kita sudah bisa melihat suasana "Jadoel" nya Bandung di masa zaman Kolonialisme. Ada sisi luar dan sisi dalam. Sisi luar untuk smoking dan dalam non smoking. Tapi saya menyarankan untuk dapat duduk di sisi luar meskipun anda tidak merokok,krn tidak tercium bau asap rokok krn outdoor. Makan di bawah payung2 merah dan besar, bercahaya temaram dari lampu jalan Braga dan semilir angin sejuk Bandung di malam hari, begitu mengesankan. Live musik ada setiap hari, anda bisa request lagu2 kesukaan anda (bandnya juga bagus2 selalu). Untuk makanannya banyak pilihannya, menu Eropa, Chinese, dan Indonesia. Terakhir saya ke sana Agustus 2015 saya mencoba fillet Ikan Kakap (saya lupa nama menunya) piring besar, isi juga besar. 2 slice ikan kakap tebal dilumuri saus cream dan dimakan dengan mash potato dan salad. Saya jamin. Anda kenyang dgn 1 menu. Teman saya pesan ikan gurame goreng dan 1 nasi putih. Ikan gurame ada di bagian fish dan kami membayangkan ikannya di slice dan nasinya hanya 1 porsi yg sudah dicetak dgn mangkok.ternyata bayangan kami itu pupus, yang datang 1 ekor gurame besar dengan 1 piring besar isi penuh nasi putih yg bisa dimakan untuk 3 orang. Saat makana datang kami terbahak2 karena tak menyangka nasinya sebanyak itu. Pizza nya juga enak. Harga makanan di sini, TAK SEBANDING dengan besar dan rasanya. Rasa enak, porsi besar, suasana juara tapi harga MURAH. 1 orang makan tidak sampai 100rb. Jangan lupa coba ice cream nya yg populer itu. Favorit saya ice cream rum and raisin. Rumnya benar2 dengan rum jamaica asli yang dituangkan di atas ice cream raisin. Mantab untuk dessert yang dingin namun menghangatkan di tengah sejuknya Paris Van Java.
authentic taste in historical street;Saya datang untuk pertama kalinya ke restoran ini,nuasanya nyaman, friendly, dan staffnya berpakaian jaman dulu.kami memesan nasi goreng, sop buntut, dan ice cream. Semuanya enak tetapi datang cukup lama dari jarak memesan hingga makanan datang.tempat ini tepat bagi anda yg ingin melihat kesibukan di jalan braga dengan menu yang mengenyangkan.
Santai di Braga;Terpengaruh karena rekomendasi media mengenai suasana di restoran ini, jadinya saya dan keluarga memilih untuk menghabiskan waktu di sore hari di Braga Permai. Dan ternyata emang enak apalagi jika anda memilih tempat duduk di luar. Anda bisa nostalgia dan melihat Bandung tempoe doeloe. Saat itu, mereka memberikan free snack berupa cheese stick dan garlic bread, yang menurut saya agak keras. Kami memesan bitter ballen, ice cream dan minuman. Bitter ballen nya enak, lainnya tidak spesial. Harganya sedikit mahal but i bought the ambience. Pelayanannya cukup cepat. Anda harus bersabar jika datang pada saat malam minggu karena banyak peminat sehingga harus mengantri dan masuk waiting list.
Cafe di braga;Braga permai cafe . Ini cafe jaman dulu . Tiap hari ramai banyak di kunjungi para tamu. Makan dan minuman umum nya okok lahhh. Hanya bangunan tua .
Restoran pilihan di kota Bandung;Lokasi restoran ini di jalan Braga, tidak jauh dari Braga Citywalk. Jika anda penggemar kuliner dan rasa serta suasana merupakan prioritas...maka ini restoran yang tepat bagi anda. Pilihan menu nasi goreng spesial dapt anda pertimbangkan.
Wajib coba;jika kebetulan anda sedang berjalan jalan ke jalan braga, jangan lupa untuk mampir ke braga permai ini. yang terkenal dari braga permai ini adalah eskrim nya yang khas.. terletak di depan pintu masuk braga city walk, anda bisa menikmati wisata kota anda dengan puas disini.
Nice food, nice place..;Pizzanya enaaaaakkk banget.. Nasi gorengnya juga.. tempatnya nyaman buat ngobrol.. dapet free appetizer pula.. pengen nyobain cakenya tapi ga keburu.. maybe next time..
Restoran Favorit Keluarga;Salah satu destinasi keluarga ketika hang out ialah Braga Permai. Pilhan menunya banyak, khas dan sesuai dengan selera. Yang harus dipertahankan ialah layanan air putih gratis yang membuat harga menjadi kompetitif. Favorit terbaik ialah zupa-zupa
Restoran klasik dengan menu autentik;Salah satu resto favorit saya dibandung,menu dan dekor interior yg masih bercitarasa tempo dulu,rasa makanan yg tidak berubah,makanan favorit saya adalah sop buntut dan kue yg berwarna putih,lupa namanya,jgn lupa kl berkunjung kesana , ambil tempat favorit diteras sambil melihat orang lalu lalang sepanjang jalan braga
Nyaman dan murah;Sangat dekat dengan Braga Citywalk, tapi parkir di tepi jalan namun ad valet. Tempatnya strategis, banyak makanan lainnya. Meja makan banyak, suasana enak di tengah keramaian orang berjalan kaki di Braga. Pelayannya ramah, makanannya murah untuk western, pizzanya kurang dr 100rb semua, harga minuman juga murah, dan untuk cocktail diskon 50% d atas 6 p.m.Tempat yang nyaman untuk duduk2, atau makan malam atau bahkan cuman ngemil.
cocok untuk ngopi;tempat yang cocok untuk sekedar ngopi - ngopi ataupun bercanda gurau bersama keluarga atau teman. harga kopi yang murah
Rasa standar, porsi besar;Harga makanan disini relatif cukup mahal, namun porsi yang ditawarkan memang besar, sehingga untuk 1 porsi makanan dapat share dengan 2 orang. Di restaurant ini disediakan live music dengan suasana yang ramai dan mayoritas dikunjungi keluarga atau bepergian dengan teman.
Bernuansa dan Murah;Terletak di jalan Braga yang legendaris di pusat kota Bandung. Restoran ini menawarkan pengalaman makan yang unik dengan menu khas Eropa dengan harga super miring. satu loyang pizzanya kurang dari 70.000 IDR. Setting-annya bernuansa dan ada live music menjelang malam. Dengan harga murah tidak berarti kualitas makanannya buruk dan pelayannya seadanya, Restoran ini menjungkirbalikkan stigma itu. Setiap ke Bandung dan main ke Braga, restoran ini wajib dikunjungi untuk pengalamanan makan yang berkesan dan tidak menguras kantong.
tempat jadul;Resto ini tempatnya masih sama dari dulu sampe sekarang, kalau ke resto ini jangan lupa beli makanan western nya, karena enak dan harga nya ga mahal
Konsep vintage dan klasik;Beberapa kali saya membawa teman untuk makan disini atau sekedar nongkrong sambil menikmati es krim dan snack, tak pernah mengecewakan!Sedikit mahal bagi turis lokal, tapi kebanyakan pengunjung sepertinya membeli suasana juga. Kami juga suka dengan dekorasinya yang mempertahankan kesan vintage dan klasik.Kualitas makanan juga sama sekali tidak buruk. Layanan sedikit diskriminatif, tapi mungkin karena kebanyakan turis asing suka berkunjung ke sini.Sangat direkomendasikan untuk mencoba kue-kue nya atau es krim, oh coklat truffle-nya juga! bila bersinggah di Braga Permai.
Resto Legendaris di Jalan Braga;Restoran legendaris di jalan Braga sejak jaman Belanda dulu, menyajikan menu masakan eropa dan indonesia. Steak adalah salah satu menu yang nikmat di restoran ini, selain itu kue2&coklat khas belanda juga patut dicoba karena memiliki cita rasa jaman kolonial.
Cita rasa klasik yang otentik;Jika ingin bernostalgia mendapatkan menu klasik yang otentik dan berkualitas, Braga Permai adalah jawabannya. Resto ini menyajikan menu dengan tetap menjaga cita rasa yang tidak berubah dari waktu ke waktu. Mulai dari nasi goreng sampai makanan Itali disajikan dengan porsi dan harga yang pas. Jangan lupa mencoba menu eskrim yang rasanya akan membuat anda ketagihan
Kuenya enak;Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue jaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah.
Belanda sekali...;Makanannya enak.. Dengan porsi yg sangat besar.. Berasa kayak di belanda tempo dulu.. Free chese stiknya rada nempel dilidah.. Tapi overall enak dan nyaman..
Holland Van Java;Dengan interior bergaya ala Belanda tempo doeloe ini memang berada di daerah yang mempertahankan bentuk bangunan sejak era kolonial. Restoran ini menyajikan masakan Tionghua dan Eropa peranakan yang khas. Ada beberapa menu makanan yang direkomendasikan, antara lain, combo steak, nasi goreng spesial, kodok ala Szechuan. Aneka pizza nya juga enak. Minuman yang harus dicoba adalah Banana Smothies.Pelayanan di sini juga sigap dan murah senyum. Hati - hati kalau ke tempat ini pada akhir minggu, tempat ini akan sangat penuh.
